,Semester,Year,Status,Major...7,Class,Gender...9,Finance?,Non-Business,Section,Survey Y/N,Day/Evening,Food Service,Apparel/Sewing,Other Consumer,Cottage Food,random_id,CompanyLetter,Learning Team,Faculty,Business Name
629,Fall,2023,Registered(06/09/2023),Business Management,JR,Female,No,No,2,N,N/A,N/A,N/A,N/A,N/A,603DXWS8377YM959,B,2,Mary Maroon,Homeslice
630,Spring,2023,Registered(03/03/2023),Bus Mgmt Marketing,SR,Female,No,No,4,Y,I'm fine with either option,Indifferent or No Opinion,Not Interested,Very Interested,Very Interested,841JMXJ8795KZ996,D,3,Jared Peterson,Dashing Dough
631,Fall,2023,Registered(06/08/2023),Bus Mgmt Marketing,JR,Male,No,No,7,N,N/A,N/A,N/A,N/A,N/A,579KPSI4045BI202,G,3,Drew Eagar,Mac Dad
632,Fall,2022,Registered(06/07/2022),Business Management,JR,Male,No,No,4,Y,Daytime,Not Interested,Very Interested,Not Interested,Very Interested,414FWAV3870HT580,NA,NA,NA,#N/A
633,Spring,2022,Registered(03/10/2022),Bus Mgmt Marketing,JR,Female,No,No,6,Y,Daytime Operations (8AM-2PM),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,384GQOE8585WE941,NA,NA,NA,#N/A
634,Spring,2022,Registered(03/10/2022),Business Management,JR,Male,No,No,7,N,I'm fine with either option,N/A,N/A,N/A,N/A,611SQMA3681JT770,NA,NA,NA,#N/A
635,Spring,2022,Registered(03/16/2022),Bus Mgmt Marketing,FR,Male,No,No,2,Y,NA,Not Interested,Very Interested,Not Interested,Not Interested,946VVBO8912WH554,NA,NA,NA,#N/A
636,Spring,2022,Registered(03/11/2022),Bus Mgmt Marketing,SO,Male,No,No,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,951YGVP8799BI531,NA,NA,NA,#N/A
637,Fall,2023,Registered(06/11/2023),International Studies,SR,Male,No,Yes,3,Y,I'm fine with either option,Very Interested,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,980MYVA3117XO278,C,3,Rob Tietjen,Tia Tortilla
638,Fall,2022,Registered(06/07/2022),Bus Mgmt Marketing,JR,Female,No,No,5,Y,Daytime,Not Interested,Very Interested,Not Interested,Very Interested,430QMOW7114ZQ348,NA,NA,NA,#N/A
639,Fall,2022,Registered(06/08/2022),Art,JR,Male,No,Yes,3,Y,Daytime,No Opinion,Very Interested,No Opinion,Very Interested,249FQWX5531WN154,NA,NA,NA,#N/A
640,Fall,2022,Registered(06/11/2022),Business Management,SR,Male,No,No,5,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,204ECYR9102IV772,NA,NA,NA,#N/A
641,Spring,2022,Registered(03/15/2022),Business Management Ops,JR,Male,No,No,4,Y,NA,Not Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,756REQB2944DJ909,NA,NA,NA,#N/A
642,Fall,2023,Registered(06/12/2023),Bus Mgmt Marketing,JR,Female,No,No,6,N,N/A,N/A,N/A,N/A,N/A,279KLFM5300PK155,F,1,Kent Lundin,On-A-Stick
643,Spring,2023,Registered(04/11/2023),Bus Mgmt Marketing,JR,Female,No,No,8,N,NA,N/A,N/A,N/A,N/A,279KLFM5300PK155,H,2,Charlie Crump,Dippers
644,Winter,2023,Registered(11/08/2022),Bus Mgmt Marketing,JR,Female,No,No,2,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Very Interested,703WLDX1437DN571,B,2,Robert Wilson,Unboxed
645,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,SR,Male,No,No,2,Y,Daytime,Very Interested,Very Interested,Very Interested,Very Interested,804DPJV4974BD794,NA,NA,NA,#N/A
646,Spring,2023,Registered(03/14/2023),Bus Mgmt Marketing,SO,Male,No,No,5,N,NA,N/A,N/A,N/A,N/A,368IKGF5893CW980,E,1,Jared Eberhard,Bussin' Butter
647,Spring,2022,Registered(03/03/2022),Business Management,SR,Male,No,No,3,Y,Daytime Operations (8AM-2PM),Very Interested,Very Interested,Not Interested,Not Interested,778IAHF8585ZJ848,NA,NA,NA,#N/A
648,Spring,2023,Registered(03/06/2023),Bus Mgmt Marketing,SR,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,159XCGF9314LQ274,A,1,Scott Pope,1793 & Co
649,Fall,2022,Registered(06/08/2022),Business Management,JR,Female,No,No,6,Y,Daytime,Very Interested,Very Interested,No Opinion,No Opinion,890LENP9298IA312,NA,NA,NA,#N/A
650,Fall,2022,Registered(06/06/2022),Bus Mgmt Marketing,SR,Female,No,No,5,Y,Daytime,No Opinion,No Opinion,Not Interested,Very Interested,941ENPK2172OW865,NA,NA,NA,#N/A
651,Spring,2022,Registered(03/04/2022),Bus Mgmt Marketing,SR,Female,No,No,6,N,NA,N/A,N/A,N/A,N/A,911UPNW1673SX156,NA,NA,NA,#N/A
652,Winter,2023,Registered(12/15/2022),Business Finance,SO,Male,Yes,No,3,Y,Daytime Operations (8AM-2PM),Not Interested,Not Interested,Very Interested,Not Interested,457ANPV7969CU894,C,1,Drew Eager,Rogers
653,Spring,2022,Registered(03/08/2022),Bus Mgmt Marketing,JR,Male,No,No,2,Y,Evening Operations (8-11AM & 7-10PM),Not Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,234BKFX3001ZW421,NA,NA,NA,#N/A
654,Spring,2023,Registered(03/08/2023),Bus Mgmt Marketing,JR,Male,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Very Interested,Not Interested,882CRIU1114ZX194,E,3,Jared Eberhard,Bussin' Butter
655,Spring,2023,Registered(03/07/2023),Business Management,JR,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Very Interested,384TPFL9149ZZ128,D,1,Jared Peterson,Dashing Dough
656,Spring,2022,Registered(03/07/2022),Bus Mgmt Marketing,JR,Female,No,No,6,Y,NA,Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,141VQAN4247ZO930,NA,NA,NA,#N/A
657,Fall,2023,Registered(06/06/2023),FCS Apparel Entrepreneur,JR,Female,No,Yes,5,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,637DCYZ9011AD268,E,1,Jared Peterson,Off-Shore
658,Spring,2022,Registered(03/04/2022),Bus Mgmt Marketing,SR,Male,No,No,5,Y,NA,Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,516PIFZ7869VQ905,NA,NA,NA,#N/A
659,Spring,2023,Registered(03/09/2023),Business Management,JR,Female,No,No,3,N,NA,N/A,N/A,N/A,N/A,965OEAW6112YD374,C,3,Chris Boyce,The Chap Shack
660,Spring,2023,Registered(03/06/2023),Weld/Fabrication Tech,SR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Indifferent or No Opinion,115DQFO6512OT911,C,1,Chris Boyce,The Chap Shack
661,Spring,2022,Registered(03/03/2022),Bus Mgmt Marketing,SR,Female,No,No,3,N,NA,N/A,N/A,N/A,N/A,972KNUH2760MN275,NA,NA,NA,#N/A
662,Winter,2023,Registered(11/06/2022),Bus Mgmt Marketing,SR,Male,No,No,6,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Very Interested,Very Interested,Not Interested,703HOLU5707VW622,F,3,Chris Boyce,CereALLS
663,Spring,2022,Registered(03/14/2022),Business Management,SO,Male,No,No,2,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,702GJDH2634TR789,NA,NA,NA,#N/A
664,Fall,2023,Registered(06/07/2023),Business Management,SR,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,714DLEA8867TX332,H,2,Brian Christensen,Frozone
665,Fall,2023,Registered(06/09/2023),Business Management,JR,Female,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,883IGGJ3103YX256,D,1,Chris Boyce,Your Signature Jewlery
666,Spring,2023,Registered(03/09/2023),Business Management,JR,Male,No,No,9,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Very Interested,Very Interested,989KLRJ4365KY470,I,2,Dave Rowe,Easy Peasy
667,Spring,2022,Registered(03/07/2022),Business Management,JR,Male,No,No,1,Y,Daytime Operations (8AM-2PM),Very Interested,Not Interested,Very Interested,Indifferent or No Opinion,314FEHU3480RY742,NA,NA,NA,#N/A
668,Spring,2023,Registered(03/09/2023),International Studies,SR,Female,No,Yes,2,Y,Evening Operations (8-11AM & 7-10PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,868ZXRL7422ZW542,B,3,Rob Tietjen,Walk'in Tacos
669,Winter,2023,Registered(11/10/2022),Bus Mgmt Marketing,JR,Female,No,No,8,N,NA,N/A,N/A,N/A,N/A,833EUNA7480XK221,H,2,Jared Eberhard,Wickalicous
670,Winter,2023,Registered(11/07/2022),Bus Mgmt Marketing,JR,Male,No,No,6,N,NA,N/A,N/A,N/A,N/A,713QOVJ5635DZ749,F,1,Chris Boyce,CereALLS
671,Spring,2022,Registered(03/09/2022),Business Management,JR,Female,No,No,3,Y,I'm fine with either option,Not Interested,Very Interested,Indifferent or No Opinion,Not Interested,776NWKO9631II969,NA,NA,NA,#N/A
672,Spring,2023,Registered(03/07/2023),International Studies,JR,Female,No,Yes,5,Y,I'm fine with either option,Very Interested,Not Interested,Not Interested,Indifferent or No Opinion,551DPSQ2920NG588,E,1,Jared Eberhard,Bussin' Butter
673,Fall,2022,Registered(06/07/2022),FCS Apparel Entrepreneur,JR,Female,No,Yes,1,Y,Daytime,Not Interested,Not Interested,No Opinion,Very Interested,915ZNQP5796FC321,NA,NA,NA,#N/A
674,Winter,2023,Registered(11/19/2022),Business Management,JR,Male,No,No,1,N,NA,N/A,N/A,N/A,N/A,162QJUI2550VM754,A,2,Charlie Crump,Golden Links
675,Winter,2023,Registered(11/07/2022),Business Management,SR,Male,No,No,8,N,NA,N/A,N/A,N/A,N/A,817QJFZ5699HN885,H,1,Jared Eberhard,Wickalicous
676,Fall,2022,Registered(06/08/2022),Communication,JR,Male,No,Yes,8,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,733IFRI2047KC196,NA,NA,NA,#N/A
677,Spring,2022,Registered(03/19/2022),Bus Mgmt Marketing,FR,Male,No,No,5,Y,NA,Very Interested,Very Interested,Very Interested,Very Interested,210NOGJ6166CD318,NA,NA,NA,#N/A
678,Spring,2023,Registered(03/06/2023),Bus Mgmt Marketing,SR,Female,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Not Interested,Indifferent or No Opinion,Very Interested,118MLQD5990XW103,E,2,Jared Eberhard,Bussin' Butter
679,Winter,2023,Registered(11/03/2022),Business Finance,SR,Female,Yes,No,8,Y,Daytime Operations (8AM-2PM),Not Interested,Very Interested,Very Interested,Indifferent or No Opinion,936UDLU8280YT467,H,1,Jared Eberhard,Wickalicous
680,Winter,2023,Registered(11/03/2022),Interdisciplinary,SR,Male,No,Yes,3,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Very Interested,Very Interested,385XKNN4487TW455,C,1,Drew Eager,Rogers
681,Spring,2023,Registered(03/20/2023),Bus Mgmt Marketing,SO,Male,No,No,1,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,845NFQM3092KS473,A,3,Scott Pope,1793 & Co
682,Spring,2023,Registered(03/09/2023),Bus Mgmt Marketing,JR,Female,No,No,3,Y,Daytime Operations (8AM-2PM roughly),Not Interested,Very Interested,Very Interested,Not Interested,119URIE8694XW486,C,1,Chris Boyce,The Chap Shack
683,Fall,2022,Registered(06/08/2022),Bus Mgmt Marketing,JR,Male,No,No,2,N,Daytime,No Opinion,No Opinion,No Opinion,No Opinion,932RUWA4234AA761,NA,NA,NA,#N/A
684,Winter,2023,Registered(11/08/2022),Business Management,JR,Male,No,No,7,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,497LZAH3166VG262,G,1,Jared Peterson,MemoRays
685,Fall,2023,Registered(06/07/2023),Bus Mgmt Marketing,JR,Female,No,No,7,N,N/A,N/A,N/A,N/A,N/A,206WINF1940IM185,G,2,Drew Eagar,Mac Dad
686,Spring,2023,Registered(03/07/2023),Business Analytics,JR,Male,Yes,No,3,N,NA,N/A,N/A,N/A,N/A,474KHYX8467PS778,C,1,Chris Boyce,The Chap Shack
687,Fall,2022,Registered(06/13/2022),Bus Mgmt Marketing,SO,Male,No,No,1,Y,Daytime,No Opinion,No Opinion,Very Interested,Very Interested,170EBIZ3462MK424,NA,NA,NA,#N/A
688,Spring,2023,Registered(03/07/2023),Bus Mgmt Marketing,JR,Female,No,No,5,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,840NTNH7402ZW886,E,2,Jared Eberhard,Bussin' Butter
689,Winter,2023,Registered(11/05/2022),Bus Mgmt Marketing,SR,Female,No,No,1,N,NA,N/A,N/A,N/A,N/A,434MNDC3171PL499,A,1,Charlie Crump,Golden Links
690,Fall,2023,Registered(06/08/2023),Communication,SR,Female,No,Yes,9,N,N/A,N/A,N/A,N/A,N/A,879YNMC1526YM430,I,2,Dave Rowe,Sunday Blues
691,Fall,2022,Registered(09/12/2022),Business Management,JR,Male,No,No,6,Y,NA,NA,NA,NA,NA,449DXLS5645OA630,NA,NA,NA,#N/A
692,Fall,2023,Registered(06/05/2023),Accounting,SR,Male,No,Yes,5,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Indifferent or No Opinion,Indifferent or No Opinion,317FWZB7909OB622,E,2,Jared Peterson,Off-Shore
693,Spring,2022,Registered(03/07/2022),Business Finance,JR,Female,Yes,No,3,Y,Daytime Operations (8AM-2PM),Very Interested,Indifferent or No Opinion,Very Interested,Indifferent or No Opinion,935QCTA7275UT865,NA,NA,NA,#N/A
694,Winter,2023,Registered(11/09/2022),Business Management,JR,Male,No,No,1,Y,Daytime Operations (8AM-2PM),Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,Indifferent or No Opinion,983JBKA2710MS116,A,1,Charlie Crump,Golden Links
695,Spring,2022,Registered(03/03/2022),Business Management,SR,Female,No,No,6,Y,NA,Very Interested,Indifferent or No Opinion,Very Interested,Not Interested,658WROF1848KL265,NA,NA,NA,#N/A
696,Fall,2023,Registered(08/17/2023),Business Finance,SO,Male,No,No,4,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Very Interested,Not Interested,Very Interested,826TYRR9354TS305,D,2,Chris Boyce,Your Signature Jewlery
697,Winter,2023,Registered(11/09/2022),Business Management,JR,Male,No,No,7,N,NA,N/A,N/A,N/A,N/A,890ARSQ9299HA551,G,3,Jared Peterson,MemoRays
698,Spring,2022,Registered(03/02/2022),Bus Mgmt Marketing,JR,Female,No,No,1,N,Daytime Operations (8AM-2PM),N/A,N/A,N/A,N/A,826TGUS4535TQ124,NA,NA,NA,#N/A
699,Fall,2022,Registered(06/10/2022),Bus Mgmt Marketing,SO,Female,No,No,4,Y,Daytime,Very Interested,Not Interested,No Opinion,Not Interested,331JGCB4027LH327,NA,NA,NA,#N/A
700,Fall,2023,Registered(06/08/2023),Business Management,SR,Female,No,No,8,Y,Daytime Operations (8AM-2PM roughly),Very Interested,Indifferent or No Opinion,Not Interested,Not Interested,914VCFN6239QK436,H,3,Brian Christensen,Frozone
