"","Semester","Year","Status","Cross-listed Course","Major...7","Class","Gender...9","Female?","Finance?","Non-Business","Assigned Section","Survey Y/N","Day/Evening","Food Service","Apparel/Sewing","Other Consumer","Cottage Food","random_id","CompanyLetter","Learning Team","Faculty"
"597","Winter","2023","Registered(11/12/2022)",NA,"Business Management","JR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Indifferent or No Opinion","734LNXY9054QX678","F",1,"Chris Boyce"
"598","Spring","2022","Registered(03/16/2022)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",6,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Indifferent or No Opinion","Not Interested","462SMAD3322GQ403",NA,NA,NA
"599","Spring","2023","Registered(03/20/2023)",NA,"Business Management","SR","Female","Yes","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","113SKBD8186MU122","C",1,"Chris Boyce"
"600","Fall","2023","Registered(06/09/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",4,"N","N/A","N/A","N/A","N/A","N/A","377EBZA9036NV809","D",1,"Chris Boyce"
"601","Fall","2023","Registered(06/11/2023)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",9,"N","N/A","N/A","N/A","N/A","N/A","497DPBB2655CR536","I",3,"Dave Rowe"
"602","Fall","2023","Registered(06/06/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",7,"N","N/A","N/A","N/A","N/A","N/A","359IWQF8233BS761","G",1,"Drew Eagar"
"603","Fall","2022","Registered(06/07/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","877EGQB4198VM220",NA,NA,NA
"604","Fall","2023","Registered(06/05/2023)",NA,"FCS Apparel Entrepreneur","SR","Female","Yes","No","Yes",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","487GEQQ4706FH811","H",3,"Brian Christensen"
"605","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","900JDZL2362LY870","F",1,"Kent Lundin"
"606","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",3,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","218GVPK1557JN776",NA,NA,NA
"607","Fall","2022","Registered(06/09/2022)",NA,"Business Finance","JR","Male","No","Yes","No",2,"Y","Daytime","No Opinion","No Opinion","Not Interested","Not Interested","901LZLX8299EA931",NA,NA,NA
"608","Spring","2022","Registered(03/14/2022)",NA,"Business Finance","JR","Male","No","Yes","No",1,"Y",NA,"Not Interested","Not Interested","Very Interested","Very Interested","558IYVW3488BR444",NA,NA,NA
"609","Spring","2023","Registered(04/05/2023)",NA,"Business Management","SO","Female","Yes","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","377AEEI4525YN148","A",2,"Scott Pope"
"610","Spring","2022","Registered(03/03/2022)",NA,"Weld/Fabrication Tech","SR","Male","No","No","Yes",2,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","228CRND8267NF600",NA,NA,NA
"611","Spring","2022","Registered(03/07/2022)",NA,"Business Management","JR","Female","Yes","No","No",7,"Y","Evening Operations (8-11AM & 7-10PM)","Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","729IIZT2614IX282",NA,NA,NA
"612","Spring","2022","Registered(03/03/2022)",NA,"Business Management","SR","Female","Yes","No","No",6,"Y",NA,"Very Interested","Not Interested","Very Interested","Indifferent or No Opinion","951WFTE5410TB652",NA,NA,NA
"613","Fall","2022","Registered(06/09/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",5,"Y","Daytime","Not Interested","Very Interested","Not Interested","Very Interested","825RCAS8014RJ287",NA,NA,NA
"614","Fall","2023","Registered(06/02/2023)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Not Interested","Very Interested","146XNFD4382DS634","B",3,"Mary Maroon"
"615","Fall","2022","Registered(06/07/2022)",NA,"Business Management","JR","Male","No","No","No",8,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","543KQGP9415JS369",NA,NA,NA
"616","Fall","2022","Registered(08/02/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",6,"N",NA,NA,NA,NA,NA,"625TKBH9325TM373",NA,NA,NA
"617","Spring","2022","Registered(03/08/2022)",NA,"Business Management","JR","Female","Yes","No","No",8,"Y",NA,"Very Interested","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","551CGKG7262HP989",NA,NA,NA
"618","Fall","2023","Registered(06/06/2023)",NA,"Business Management","JR","Male","No","No","No",3,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","114TAXI1661ID432","C",3,"Rob Tietjen"
"619","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","356DWWP8880IF363",NA,NA,NA
"620","Spring","2023","Registered(03/09/2023)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",7,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","353QBXX6193IS211","G",3,"Brian Christensen"
"621","Fall","2022","Registered(06/07/2022)",NA,"Construction Management","JR","Male","No","No","Yes",7,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","185TZNP3025NE651",NA,NA,NA
"622","Winter","2023","Registered(11/08/2022)",NA,"Business Finance","JR","Male","No","Yes","No",2,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","866XNWM2196ZH517","B",2,"Robert Wilson"
"623","Spring","2022","Registered(03/14/2022)",NA,"International Studies","SR","Male","No","No","Yes",7,"Y",NA,"Very Interested","Indifferent or No Opinion","Very Interested","Not Interested","473YCUV8134VS685",NA,NA,NA
"624","Fall","2023","Registered(06/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",9,"N","N/A","N/A","N/A","N/A","N/A","139LIKD3742MY183","I",2,"Dave Rowe"
"625","Fall","2022","Registered(06/10/2022)",NA,"Business Management","JR","Male","No","No","No",1,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","109ZZJR1682QK789",NA,NA,NA
"626","Fall","2022","Registered(06/06/2022)",NA,"International Studies","SR","Male","No","No","Yes",6,"Y","Evening","Very Interested","Not Interested","No Opinion","Not Interested","101QAVW6013ZL897",NA,NA,NA
"627","Spring","2022","Registered(03/05/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",2,"N",NA,"N/A","N/A","N/A","N/A","216TQWB8223FK164",NA,NA,NA
"628","Fall","2023","Registered(06/07/2023)",NA,"Business Management","SR","Male","No","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Not Interested","Very Interested","913MZBM7997FD263","H",1,"Brian Christensen"
"629","Fall","2023","Registered(06/09/2023)",NA,"Business Management","JR","Female","Yes","No","No",2,"N","N/A","N/A","N/A","N/A","N/A","603DXWS8377YM959","B",2,"Mary Maroon"
"630","Spring","2023","Registered(03/03/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",4,"Y","I'm fine with either option","Indifferent or No Opinion","Not Interested","Very Interested","Very Interested","841JMXJ8795KZ996","D",3,"Jared Peterson"
"631","Fall","2023","Registered(06/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",7,"N","N/A","N/A","N/A","N/A","N/A","579KPSI4045BI202","G",3,"Drew Eagar"
"632","Fall","2022","Registered(06/07/2022)",NA,"Business Management","JR","Male","No","No","No",4,"Y","Daytime","Not Interested","Very Interested","Not Interested","Very Interested","414FWAV3870HT580",NA,NA,NA
"633","Spring","2022","Registered(03/10/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y","Daytime Operations (8AM-2PM)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","384GQOE8585WE941",NA,NA,NA
"634","Spring","2022","Registered(03/10/2022)",NA,"Business Management","JR","Male","No","No","No",7,"N","I'm fine with either option","N/A","N/A","N/A","N/A","611SQMA3681JT770",NA,NA,NA
"635","Spring","2022","Registered(03/16/2022)",NA,"Bus Mgmt Marketing","FR","Male","No","No","No",2,"Y",NA,"Not Interested","Very Interested","Not Interested","Not Interested","946VVBO8912WH554",NA,NA,NA
"636","Spring","2022","Registered(03/11/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","951YGVP8799BI531",NA,NA,NA
"637","Fall","2023","Registered(06/11/2023)",NA,"International Studies","SR","Male","No","No","Yes",3,"Y","I'm fine with either option","Very Interested","Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","980MYVA3117XO278","C",3,"Rob Tietjen"
"638","Fall","2022","Registered(06/07/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",5,"Y","Daytime","Not Interested","Very Interested","Not Interested","Very Interested","430QMOW7114ZQ348",NA,NA,NA
"639","Fall","2022","Registered(06/08/2022)",NA,"Art","JR","Male","No","No","Yes",3,"Y","Daytime","No Opinion","Very Interested","No Opinion","Very Interested","249FQWX5531WN154",NA,NA,NA
"640","Fall","2022","Registered(06/11/2022)",NA,"Business Management","SR","Male","No","No","No",5,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","204ECYR9102IV772",NA,NA,NA
"641","Spring","2022","Registered(03/15/2022)",NA,"Business Management Ops","JR","Male","No","No","No",4,"Y",NA,"Not Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","756REQB2944DJ909",NA,NA,NA
"642","Fall","2023","Registered(06/12/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"N","N/A","N/A","N/A","N/A","N/A","279KLFM5300PK155","F",1,"Kent Lundin"
"643","Spring","2023","Registered(04/11/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","279KLFM5300PK155","H",2,"Charlie Crump"
"644","Winter","2023","Registered(11/08/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",2,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Very Interested","703WLDX1437DN571","B",2,"Robert Wilson"
"645","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",2,"Y","Daytime","Very Interested","Very Interested","Very Interested","Very Interested","804DPJV4974BD794",NA,NA,NA
"646","Spring","2023","Registered(03/14/2023)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",5,"N",NA,"N/A","N/A","N/A","N/A","368IKGF5893CW980","E",1,"Jared Eberhard"
"647","Spring","2022","Registered(03/03/2022)",NA,"Business Management","SR","Male","No","No","No",3,"Y","Daytime Operations (8AM-2PM)","Very Interested","Very Interested","Not Interested","Not Interested","778IAHF8585ZJ848",NA,NA,NA
"648","Spring","2023","Registered(03/06/2023)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","159XCGF9314LQ274","A",1,"Scott Pope"
"649","Fall","2022","Registered(06/08/2022)",NA,"Business Management","JR","Female","Yes","No","No",6,"Y","Daytime","Very Interested","Very Interested","No Opinion","No Opinion","890LENP9298IA312",NA,NA,NA
"650","Fall","2022","Registered(06/06/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",5,"Y","Daytime","No Opinion","No Opinion","Not Interested","Very Interested","941ENPK2172OW865",NA,NA,NA
"651","Spring","2022","Registered(03/04/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","911UPNW1673SX156",NA,NA,NA
"652","Winter","2023","Registered(12/15/2022)",NA,"Business Finance","SO","Male","No","Yes","No",3,"Y","Daytime Operations (8AM-2PM)","Not Interested","Not Interested","Very Interested","Not Interested","457ANPV7969CU894","C",1,"Drew Eager"
"653","Spring","2022","Registered(03/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",2,"Y","Evening Operations (8-11AM & 7-10PM)","Not Interested","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","234BKFX3001ZW421",NA,NA,NA
"654","Spring","2023","Registered(03/08/2023)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Very Interested","Not Interested","882CRIU1114ZX194","E",3,"Jared Eberhard"
"655","Spring","2023","Registered(03/07/2023)",NA,"Business Management","JR","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Very Interested","384TPFL9149ZZ128","D",1,"Jared Peterson"
"656","Spring","2022","Registered(03/07/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",6,"Y",NA,"Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","141VQAN4247ZO930",NA,NA,NA
"657","Fall","2023","Registered(06/06/2023)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",5,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","637DCYZ9011AD268","E",1,"Jared Peterson"
"658","Spring","2022","Registered(03/04/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",5,"Y",NA,"Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","516PIFZ7869VQ905",NA,NA,NA
"659","Spring","2023","Registered(03/09/2023)",NA,"Business Management","JR","Female","Yes","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","965OEAW6112YD374","C",3,"Chris Boyce"
"660","Spring","2023","Registered(03/06/2023)",NA,"Weld/Fabrication Tech","SR","Male","No","No","Yes",3,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Indifferent or No Opinion","115DQFO6512OT911","C",1,"Chris Boyce"
"661","Spring","2022","Registered(03/03/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",3,"N",NA,"N/A","N/A","N/A","N/A","972KNUH2760MN275",NA,NA,NA
"662","Winter","2023","Registered(11/06/2022)",NA,"Bus Mgmt Marketing","SR","Male","No","No","No",6,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Very Interested","Very Interested","Not Interested","703HOLU5707VW622","F",3,"Chris Boyce"
"663","Spring","2022","Registered(03/14/2022)",NA,"Business Management","SO","Male","No","No","No",2,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Very Interested","Indifferent or No Opinion","702GJDH2634TR789",NA,NA,NA
"664","Fall","2023","Registered(06/07/2023)",NA,"Business Management","SR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","714DLEA8867TX332","H",2,"Brian Christensen"
"665","Fall","2023","Registered(06/09/2023)",NA,"Business Management","JR","Female","Yes","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","883IGGJ3103YX256","D",1,"Chris Boyce"
"666","Spring","2023","Registered(03/09/2023)",NA,"Business Management","JR","Male","No","No","No",9,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Very Interested","Very Interested","989KLRJ4365KY470","I",2,"Dave Rowe"
"667","Spring","2022","Registered(03/07/2022)",NA,"Business Management","JR","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM)","Very Interested","Not Interested","Very Interested","Indifferent or No Opinion","314FEHU3480RY742",NA,NA,NA
"668","Spring","2023","Registered(03/09/2023)",NA,"International Studies","SR","Female","Yes","No","Yes",2,"Y","Evening Operations (8-11AM & 7-10PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Very Interested","868ZXRL7422ZW542","B",3,"Rob Tietjen"
"669","Winter","2023","Registered(11/10/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","833EUNA7480XK221","H",2,"Jared Eberhard"
"670","Winter","2023","Registered(11/07/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",6,"N",NA,"N/A","N/A","N/A","N/A","713QOVJ5635DZ749","F",1,"Chris Boyce"
"671","Spring","2022","Registered(03/09/2022)",NA,"Business Management","JR","Female","Yes","No","No",3,"Y","I'm fine with either option","Not Interested","Very Interested","Indifferent or No Opinion","Not Interested","776NWKO9631II969",NA,NA,NA
"672","Spring","2023","Registered(03/07/2023)",NA,"International Studies","JR","Female","Yes","No","Yes",5,"Y","I'm fine with either option","Very Interested","Not Interested","Not Interested","Indifferent or No Opinion","551DPSQ2920NG588","E",1,"Jared Eberhard"
"673","Fall","2022","Registered(06/07/2022)",NA,"FCS Apparel Entrepreneur","JR","Female","Yes","No","Yes",1,"Y","Daytime","Not Interested","Not Interested","No Opinion","Very Interested","915ZNQP5796FC321",NA,NA,NA
"674","Winter","2023","Registered(11/19/2022)",NA,"Business Management","JR","Male","No","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","162QJUI2550VM754","A",2,"Charlie Crump"
"675","Winter","2023","Registered(11/07/2022)",NA,"Business Management","SR","Male","No","No","No",8,"N",NA,"N/A","N/A","N/A","N/A","817QJFZ5699HN885","H",1,"Jared Eberhard"
"676","Fall","2022","Registered(06/08/2022)",NA,"Communication","JR","Male","No","No","Yes",8,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","733IFRI2047KC196",NA,NA,NA
"677","Spring","2022","Registered(03/19/2022)",NA,"Bus Mgmt Marketing","FR","Male","No","No","No",5,"Y",NA,"Very Interested","Very Interested","Very Interested","Very Interested","210NOGJ6166CD318",NA,NA,NA
"678","Spring","2023","Registered(03/06/2023)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Not Interested","Indifferent or No Opinion","Very Interested","118MLQD5990XW103","E",2,"Jared Eberhard"
"679","Winter","2023","Registered(11/03/2022)",NA,"Business Finance","SR","Female","Yes","Yes","No",8,"Y","Daytime Operations (8AM-2PM)","Not Interested","Very Interested","Very Interested","Indifferent or No Opinion","936UDLU8280YT467","H",1,"Jared Eberhard"
"680","Winter","2023","Registered(11/03/2022)",NA,"Interdisciplinary","SR","Male","No","No","Yes",3,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Very Interested","Very Interested","385XKNN4487TW455","C",1,"Drew Eager"
"681","Spring","2023","Registered(03/20/2023)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","845NFQM3092KS473","A",3,"Scott Pope"
"682","Spring","2023","Registered(03/09/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",3,"Y","Daytime Operations (8AM-2PM roughly)","Not Interested","Very Interested","Very Interested","Not Interested","119URIE8694XW486","C",1,"Chris Boyce"
"683","Fall","2022","Registered(06/08/2022)",NA,"Bus Mgmt Marketing","JR","Male","No","No","No",2,"N","Daytime","No Opinion","No Opinion","No Opinion","No Opinion","932RUWA4234AA761",NA,NA,NA
"684","Winter","2023","Registered(11/08/2022)",NA,"Business Management","JR","Male","No","No","No",7,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","497LZAH3166VG262","G",1,"Jared Peterson"
"685","Fall","2023","Registered(06/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",7,"N","N/A","N/A","N/A","N/A","N/A","206WINF1940IM185","G",2,"Drew Eagar"
"686","Spring","2023","Registered(03/07/2023)",NA,"Business Analytics","JR","Male","No","Yes","No",3,"N",NA,"N/A","N/A","N/A","N/A","474KHYX8467PS778","C",1,"Chris Boyce"
"687","Fall","2022","Registered(06/13/2022)",NA,"Bus Mgmt Marketing","SO","Male","No","No","No",1,"Y","Daytime","No Opinion","No Opinion","Very Interested","Very Interested","170EBIZ3462MK424",NA,NA,NA
"688","Spring","2023","Registered(03/07/2023)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",5,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","840NTNH7402ZW886","E",2,"Jared Eberhard"
"689","Winter","2023","Registered(11/05/2022)",NA,"Bus Mgmt Marketing","SR","Female","Yes","No","No",1,"N",NA,"N/A","N/A","N/A","N/A","434MNDC3171PL499","A",1,"Charlie Crump"
"690","Fall","2023","Registered(06/08/2023)",NA,"Communication","SR","Female","Yes","No","Yes",9,"N","N/A","N/A","N/A","N/A","N/A","879YNMC1526YM430","I",2,"Dave Rowe"
"691","Fall","2022","Registered(09/12/2022)",NA,"Business Management","JR","Male","No","No","No",6,"Y",NA,NA,NA,NA,NA,"449DXLS5645OA630",NA,NA,NA
"692","Fall","2023","Registered(06/05/2023)",NA,"Accounting","SR","Male","No","No","Yes",5,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Indifferent or No Opinion","Indifferent or No Opinion","317FWZB7909OB622","E",2,"Jared Peterson"
"693","Spring","2022","Registered(03/07/2022)",NA,"Business Finance","JR","Female","Yes","Yes","No",3,"Y","Daytime Operations (8AM-2PM)","Very Interested","Indifferent or No Opinion","Very Interested","Indifferent or No Opinion","935QCTA7275UT865",NA,NA,NA
"694","Winter","2023","Registered(11/09/2022)",NA,"Business Management","JR","Male","No","No","No",1,"Y","Daytime Operations (8AM-2PM)","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","Indifferent or No Opinion","983JBKA2710MS116","A",1,"Charlie Crump"
"695","Spring","2022","Registered(03/03/2022)",NA,"Business Management","SR","Female","Yes","No","No",6,"Y",NA,"Very Interested","Indifferent or No Opinion","Very Interested","Not Interested","658WROF1848KL265",NA,NA,NA
"696","Fall","2023","Registered(08/17/2023)",NA,"Business Finance","SO","Male","No","No","No",4,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Very Interested","Not Interested","Very Interested","826TYRR9354TS305","D",2,"Chris Boyce"
"697","Winter","2023","Registered(11/09/2022)",NA,"Business Management","JR","Male","No","No","No",7,"N",NA,"N/A","N/A","N/A","N/A","890ARSQ9299HA551","G",3,"Jared Peterson"
"698","Spring","2022","Registered(03/02/2022)",NA,"Bus Mgmt Marketing","JR","Female","Yes","No","No",1,"N","Daytime Operations (8AM-2PM)","N/A","N/A","N/A","N/A","826TGUS4535TQ124",NA,NA,NA
"699","Fall","2022","Registered(06/10/2022)",NA,"Bus Mgmt Marketing","SO","Female","Yes","No","No",4,"Y","Daytime","Very Interested","Not Interested","No Opinion","Not Interested","331JGCB4027LH327",NA,NA,NA
"700","Fall","2023","Registered(06/08/2023)",NA,"Business Management","SR","Female","Yes","No","No",8,"Y","Daytime Operations (8AM-2PM roughly)","Very Interested","Indifferent or No Opinion","Not Interested","Not Interested","914VCFN6239QK436","H",3,"Brian Christensen"
